135300;[("'fantasy'", 3.5043592174983456), ("'historical-fiction'", 3.5043592174983456), ("'thriller'", 3.0699938556808943), ("'mystery'", 2.673379647732692), ("'fiction'", 2.5776558067946684)]
262151;[("'fiction'", 7.935803714487076), ("'thriller'", 7.733707935526855), ("'mystery'", 6.5179366578651905), ("'young-adult'", 5.984908971143857), ("'romance'", 5.595955506643943), ("'legal-thriller'", 5.378540075049297), ("'suspense'", 5.182658827423154), ("'chick-lit'", 5.13307442083726), ("'fantasy'", 5.080090347781578), ("'self-help'", 4.9973521640081255), ("'non-fiction'", 4.931723399430321), ("'personal-development'", 4.855072191909302), ("'contemporary'", 4.788755130839213), ("'philosophy'", 4.317083365457064), ("'adult-fiction'", 2.552670237772536)]
8;[("'history'", 7.763057280211854), ("'non-fiction'", 7.763057280211854), ("'mystery'", 7.763057280211854), ("'fiction'", 5.688724329217674), ("'short-stories'", 4.999997773200258), ("'historical-fiction'", 4.931723399430321), ("'canada'", 3.794090576241081), ("'historical'", 2.5490675613545832), ("'literature'", 2.545117486607682), ("'canadian-literature'", 2.5390416352787377), ("'american'", 2.5340563485291785), ("'humor'", 2.5335527301584317)]
9;[("'fiction'", 7.763057280211854), ("'classics'", 7.756057913620184), ("'historical-fiction'", 7.343652924025063), ("'literature'", 5.057856200178523), ("'african-american'", 5.022109840042942)]
12;[]
14;[("'survival'", 7.763057280211854), ("'historical-fiction'", 7.763057280211854), ("'adventure'", 7.70775952502499), ("'fiction'", 4.999997773200258), ("'childrens'", 4.999997773200258)]
16;[("'thriller'", 7.950024033253354), ("'fiction'", 7.9320619003307264), ("'mystery'", 4.614241058341161), ("'science-fiction'", 2.7185642265226324), ("'suspense'", 2.674851808555482)]
17;[("'mystery'", 7.932196038441895), ("'crime'", 7.47775590046505), ("'detective'", 7.47775590046505), ("'fiction'", 6.090280687711119), ("'fantasy'", 5.448063088557528), ("'christian'", 5.2241189460619895), ("'christian-fiction'", 5.170356543503261), ("'thriller'", 5.0005090693591745)]
19;[("'fiction'", 7.932196038441895), ("'travel'", 5.578702473581173), ("'hungary'", 5.578702473581173), ("'historical-fiction'", 5.140040099177788), ("'literature'", 5.080090347781578)]
22;[("'canada'", 7.932196038441895), ("'fiction'", 7.932196038441895), ("'canadian-literature'", 6.902417228870611)]
262168;[("'fiction'", 7.932196038441895), ("'mystery'", 7.739941924070635), ("'young-adult'", 5.984908971143857), ("'contemporary'", 5.235668251175532), ("'fantasy'", 5.080090347781578)]
